vente_id,produit_id,client_id,date_vente,quantite,canal_vente,ville_magasin,prix_total
V00412,P009,C0654,2023-12-27,2,Magasin physique,Fès,1110
V00413,P012,C0885,2024-07-02,1,En ligne,Rabat,506
V00414,P008,C0445,2023-08-10,3,Magasin physique,Casablanca,3012
V00415,P006,C0599,2024-03-24,2,En ligne,Oujda,2330
V00416,P008,C0993,2024-08-12,1,En ligne,Meknès,1004
V00417,P020,C0381,2023-05-11,1,En ligne,Fès,585
V00418,P006,C0094,2024-11-19,2,Magasin physique,Casablanca,2330
V00419,P002,C0661,2024-06-16,2,En ligne,Rabat,2832
V00420,P005,C0239,2023-10-28,2,Magasin physique,Tanger,2438
V00421,P015,C0198,2023-05-12,3,En ligne,Oujda,3738
V00422,P012,C0138,2023-06-23,3,Magasin physique,Casablanca,1518
V00423,P016,C0449,2023-08-04,3,Magasin physique,Meknès,2892
V00424,P007,C0192,2024-03-13,3,Magasin physique,Tanger,2967
V00425,P015,C0889,2024-05-18,2,En ligne,Rabat,2492
V00426,P017,C0461,2024-02-26,1,Magasin physique,Agadir,365
V00427,P018,C0465,2023-07-10,2,En ligne,Oujda,1464
V00428,P006,C0635,2023-02-03,1,Magasin physique,Fès,1165
V00429,P011,C0065,2024-02-25,3,Magasin physique,Fès,2298
V00430,P017,C0510,2024-12-01,3,En ligne,Agadir,1095
V00431,P011,C0657,2024-07-12,2,Magasin physique,Rabat,1532
V00432,P004,C0675,2023-05-14,3,En ligne,Casablanca,2121
V00433,P005,C0895,2023-11-12,1,En ligne,Fès,1219
V00434,P004,C0197,2024-07-15,2,En ligne,Casablanca,1414
V00435,P019,C0857,2024-08-18,3,Magasin physique,Meknès,3966
V00436,P017,C0719,2024-06-04,3,Magasin physique,Casablanca,1095
V00437,P012,C0621,2023-02-06,1,En ligne,Casablanca,506
V00438,P007,C0504,2024-05-17,3,En ligne,Meknès,2967
V00439,P002,C0572,2023-08-24,2,Magasin physique,Tanger,2832
V00440,P002,C0273,2023-12-19,3,En ligne,Rabat,4248
V00441,P010,C0968,2024-11-25,1,En ligne,Rabat,1040
V00442,P004,C0237,2023-03-17,3,Magasin physique,Fès,2121
V00443,P007,C0673,2024-01-06,3,En ligne,Marrakech,2967
V00444,P018,C0572,2023-12-13,3,Magasin physique,Rabat,2196
V00445,P019,C0691,2024-06-03,2,Magasin physique,Oujda,2644
V00446,P004,C0812,2024-07-23,1,En ligne,Oujda,707
V00447,P017,C0674,2023-12-05,2,En ligne,Meknès,730
V00448,P012,C0564,2023-08-14,2,Magasin physique,Tanger,1012
V00449,P014,C0441,2023-02-11,3,Magasin physique,Fès,1338
V00450,P019,C0220,2023-02-12,3,Magasin physique,Agadir,3966
V00451,P012,C0459,2023-02-19,2,Magasin physique,Casablanca,1012
V00452,P002,C0611,2024-04-03,2,En ligne,Marrakech,2832
V00453,P010,C0308,2024-04-03,1,En ligne,Fès,1040
V00454,P011,C0791,2023-07-10,1,Magasin physique,Marrakech,766
V00455,P004,C0472,2023-01-16,1,Magasin physique,Marrakech,707
V00456,P005,C0376,2024-07-17,2,En ligne,Fès,2438
V00457,P009,C0095,2023-05-31,2,Magasin physique,Fès,1110
V00458,P003,C0333,2024-01-09,3,Magasin physique,Marrakech,1473
V00459,P016,C0720,2024-03-03,3,En ligne,Agadir,2892
V00460,P002,C0828,2023-06-23,3,Magasin physique,Rabat,4248
V00461,P002,C0357,2023-04-07,2,Magasin physique,Oujda,2832
V00462,P004,C0766,2024-05-21,1,En ligne,Oujda,707
V00463,P002,C0537,2023-04-24,2,En ligne,Tanger,2832
V00464,P018,C0154,2023-05-11,3,Magasin physique,Fès,2196
V00465,P005,C0690,2024-07-01,1,Magasin physique,Meknès,1219
V00466,P020,C0517,2024-02-05,3,En ligne,Fès,1755
V00467,P014,C0806,2024-06-01,2,Magasin physique,Marrakech,892
V00468,P005,C0085,2024-11-10,2,Magasin physique,Casablanca,2438
V00469,P018,C0269,2023-01-17,2,En ligne,Oujda,1464
V00470,P017,C0793,2024-11-21,2,En ligne,Marrakech,730
V00471,P016,C0203,2023-08-01,3,Magasin physique,Oujda,2892
V00472,P019,C0575,2023-10-04,1,En ligne,Fès,1322
V00473,P003,C0796,2024-12-07,2,Magasin physique,Tanger,982
V00474,P019,C0116,2023-04-05,1,Magasin physique,Oujda,1322
V00475,P012,C0196,2024-01-28,2,Magasin physique,Tanger,1012
V00476,P020,C0025,2024-06-12,3,Magasin physique,Marrakech,1755
V00477,P012,C0842,2024-02-15,3,Magasin physique,Marrakech,1518
V00478,P015,C0947,2023-04-25,1,En ligne,Fès,1246
V00479,P012,C0776,2023-09-27,1,En ligne,Rabat,506
V00480,P002,C0972,2023-04-02,1,En ligne,Agadir,1416
V00481,P001,C0711,2024-06-19,2,En ligne,Agadir,1726
V00482,P015,C0024,2024-04-25,2,Magasin physique,Fès,2492
V00483,P018,C0209,2024-12-06,1,Magasin physique,Meknès,732
V00484,P020,C0145,2024-11-14,3,En ligne,Oujda,1755
V00485,P019,C0540,2024-02-14,3,En ligne,Agadir,3966
V00486,P006,C0291,2023-12-29,1,En ligne,Agadir,1165
V00487,P002,C0671,2023-05-16,2,En ligne,Rabat,2832
V00488,P013,C0278,2023-06-14,3,Magasin physique,Rabat,3174
V00489,P001,C0889,2023-07-04,2,Magasin physique,Fès,1726
V00490,P013,C0727,2024-12-18,3,En ligne,Tanger,3174
V00491,P016,C0545,2024-05-27,3,En ligne,Marrakech,2892
V00492,P007,C0990,2023-02-01,3,Magasin physique,Casablanca,2967
V00493,P002,C0945,2023-08-07,1,Magasin physique,Tanger,1416
V00494,P016,C0763,2024-03-27,2,En ligne,Casablanca,1928
V00495,P012,C0361,2024-03-02,3,Magasin physique,Agadir,1518
V00496,P008,C0283,2024-01-29,3,En ligne,Agadir,3012
V00497,P013,C0967,2023-07-23,1,Magasin physique,Fès,1058
V00498,P005,C0919,2023-04-17,2,Magasin physique,Marrakech,2438
V00499,P003,C0392,2023-04-16,3,En ligne,Oujda,1473
V00500,P008,C0157,2023-05-10,3,Magasin physique,Agadir,3012
V00501,P020,C0460,2024-06-16,2,En ligne,Fès,1170
V00502,P005,C0555,2023-12-25,3,En ligne,Marrakech,3657
V00503,P010,C0723,2023-09-25,3,En ligne,Oujda,3120
V00504,P005,C0956,2023-12-13,3,En ligne,Tanger,3657
V00505,P003,C0546,2024-02-28,3,En ligne,Marrakech,1473
V00506,P011,C0745,2024-10-15,1,En ligne,Tanger,766
V00507,P014,C0311,2024-04-26,2,Magasin physique,Agadir,892
V00508,P005,C0110,2023-07-03,1,En ligne,Marrakech,1219
V00509,P001,C0632,2024-01-28,3,Magasin physique,Fès,2589
V00510,P020,C0237,2023-08-18,1,En ligne,Tanger,585
V00511,P003,C0799,2023-09-24,3,Magasin physique,Marrakech,1473
V00512,P017,C0481,2023-03-20,3,Magasin physique,Marrakech,1095
V00513,P013,C0486,2023-12-17,2,En ligne,Marrakech,2116
V00514,P007,C0034,2024-12-04,1,Magasin physique,Casablanca,989
V00515,P009,C0228,2024-01-20,2,En ligne,Fès,1110
V00516,P003,C0950,2023-08-22,1,Magasin physique,Meknès,491
V00517,P011,C0909,2024-09-12,2,En ligne,Oujda,1532
V00518,P013,C0623,2024-10-14,1,Magasin physique,Tanger,1058
V00519,P013,C0962,2024-03-07,3,En ligne,Rabat,3174
V00520,P015,C0847,2024-03-08,2,En ligne,Fès,2492
V00521,P017,C0406,2024-04-19,3,En ligne,Oujda,1095
V00522,P017,C0986,2023-06-29,3,En ligne,Fès,1095
V00523,P010,C0408,2023-08-08,2,Magasin physique,Agadir,2080
V00524,P015,C0433,2023-03-27,1,Magasin physique,Casablanca,1246
V00525,P017,C0475,2023-11-29,1,Magasin physique,Rabat,365
V00526,P017,C0185,2023-08-11,1,En ligne,Oujda,365
V00527,P014,C0462,2023-05-25,2,En ligne,Marrakech,892
V00528,P015,C0919,2023-03-24,3,En ligne,Meknès,3738
V00529,P003,C0332,2023-06-26,2,En ligne,Rabat,982
V00530,P003,C0724,2023-10-02,1,Magasin physique,Tanger,491
V00531,P003,C0725,2024-03-07,3,Magasin physique,Marrakech,1473
V00532,P013,C0390,2024-11-16,3,En ligne,Marrakech,3174
V00533,P011,C0893,2023-06-19,3,En ligne,Marrakech,2298
V00534,P005,C0788,2024-10-24,1,En ligne,Oujda,1219
V00535,P010,C0748,2023-03-09,2,Magasin physique,Agadir,2080
V00536,P006,C0921,2023-05-24,1,En ligne,Fès,1165
V00537,P001,C0784,2023-11-18,3,Magasin physique,Casablanca,2589
V00538,P015,C0876,2023-03-14,2,Magasin physique,Casablanca,2492
V00539,P020,C0244,2024-06-20,2,En ligne,Meknès,1170
V00540,P015,C0453,2023-05-29,2,En ligne,Casablanca,2492
V00541,P008,C0285,2024-12-17,3,En ligne,Casablanca,3012
V00542,P006,C0057,2024-03-05,1,Magasin physique,Casablanca,1165
V00543,P005,C0684,2023-06-18,1,Magasin physique,Tanger,1219
V00544,P003,C0112,2023-03-26,1,Magasin physique,Marrakech,491
V00545,P006,C0292,2024-04-26,3,En ligne,Meknès,3495
V00546,P019,C0954,2024-06-29,2,En ligne,Rabat,2644
V00547,P010,C0378,2024-09-11,2,Magasin physique,Rabat,2080
V00548,P014,C0067,2024-10-03,3,Magasin physique,Meknès,1338
V00549,P005,C0712,2024-02-07,1,Magasin physique,Tanger,1219
V00550,P017,C0538,2024-12-27,2,En ligne,Fès,730
V00551,P020,C0112,2024-05-17,1,En ligne,Meknès,585
V00552,P020,C0295,2023-10-06,3,Magasin physique,Tanger,1755
V00553,P009,C0589,2024-05-14,3,Magasin physique,Marrakech,1665
V00554,P020,C0509,2024-04-23,3,Magasin physique,Meknès,1755
V00555,P006,C0239,2024-10-01,3,Magasin physique,Fès,3495
V00556,P001,C0025,2024-12-18,1,Magasin physique,Rabat,863
V00557,P007,C0425,2024-09-26,3,Magasin physique,Casablanca,2967
V00558,P011,C0574,2023-02-10,2,En ligne,Casablanca,1532
V00559,P007,C0289,2024-02-02,3,Magasin physique,Rabat,2967
V00560,P010,C0519,2024-03-18,2,Magasin physique,Casablanca,2080
V00561,P004,C0342,2023-02-17,3,Magasin physique,Oujda,2121
V00562,P019,C0984,2023-02-22,3,En ligne,Marrakech,3966
V00563,P007,C0854,2023-07-26,2,Magasin physique,Meknès,1978
V00564,P016,C0662,2024-10-16,1,En ligne,Meknès,964
V00565,P005,C0472,2023-10-19,3,Magasin physique,Meknès,3657
V00566,P014,C0058,2023-05-24,3,Magasin physique,Tanger,1338
V00567,P018,C0020,2023-12-03,3,En ligne,Tanger,2196
V00568,P012,C0993,2024-08-16,1,En ligne,Agadir,506
V00569,P001,C0385,2023-05-05,2,En ligne,Oujda,1726
V00570,P006,C0120,2024-11-28,3,Magasin physique,Tanger,3495
V00571,P002,C0424,2023-05-15,2,En ligne,Meknès,2832
V00572,P008,C0463,2023-10-07,2,Magasin physique,Fès,2008
V00573,P017,C0180,2023-02-25,2,En ligne,Tanger,730
V00574,P002,C0936,2024-01-17,1,En ligne,Meknès,1416
V00575,P017,C0819,2023-07-17,1,Magasin physique,Marrakech,365
V00576,P007,C0946,2023-04-11,2,Magasin physique,Agadir,1978
V00577,P011,C0788,2023-09-01,1,En ligne,Marrakech,766
V00578,P007,C0038,2023-01-19,3,Magasin physique,Oujda,2967
V00579,P017,C0005,2023-06-17,1,Magasin physique,Casablanca,365
V00580,P020,C0342,2023-12-21,1,Magasin physique,Casablanca,585
V00581,P004,C0785,2023-01-18,3,Magasin physique,Casablanca,2121
V00582,P019,C0655,2024-06-16,2,En ligne,Tanger,2644
V00583,P007,C0294,2023-11-07,1,Magasin physique,Tanger,989
V00584,P015,C0121,2024-04-25,3,Magasin physique,Marrakech,3738
V00585,P006,C0118,2023-03-03,2,En ligne,Rabat,2330
V00586,P007,C0359,2024-04-08,3,Magasin physique,Agadir,2967
V00587,P005,C0824,2023-07-14,3,Magasin physique,Fès,3657
V00588,P006,C0319,2023-02-06,1,Magasin physique,Meknès,1165
V00589,P002,C0030,2023-11-02,1,Magasin physique,Casablanca,1416
V00590,P004,C0056,2023-05-25,2,En ligne,Oujda,1414
V00591,P013,C0722,2023-10-08,1,Magasin physique,Tanger,1058
V00592,P010,C0838,2024-08-08,2,En ligne,Rabat,2080
V00593,P015,C0135,2023-12-01,3,En ligne,Meknès,3738
V00594,P004,C0318,2023-05-03,2,Magasin physique,Meknès,1414
V00595,P008,C0148,2024-09-23,1,Magasin physique,Tanger,1004
V00596,P013,C0717,2023-03-17,1,Magasin physique,Tanger,1058
V00597,P015,C0031,2023-10-09,2,En ligne,Meknès,2492
V00598,P004,C0491,2023-02-12,2,Magasin physique,Marrakech,1414
V00599,P010,C0619,2024-11-26,2,En ligne,Rabat,2080
V00600,P013,C0816,2023-09-09,3,En ligne,Tanger,3174
V00601,P018,C0073,2024-04-12,3,Magasin physique,Meknès,2196
V00602,P013,C0424,2023-03-15,3,En ligne,Fès,3174
V00603,P018,C0998,2023-06-30,1,Magasin physique,Oujda,732
V00604,P003,C0214,2024-09-30,2,Magasin physique,Oujda,982
V00605,P019,C0558,2023-03-07,2,En ligne,Marrakech,2644
V00606,P003,C0954,2023-08-06,3,Magasin physique,Rabat,1473
V00607,P019,C0475,2023-08-01,3,Magasin physique,Rabat,3966
V00608,P015,C0316,2024-07-03,1,Magasin physique,Rabat,1246
V00609,P020,C0702,2023-12-10,1,Magasin physique,Tanger,585
V00610,P016,C0677,2023-05-11,3,En ligne,Rabat,2892
V00611,P007,C0909,2023-04-16,1,En ligne,Marrakech,989
V00612,P005,C0545,2024-02-09,2,Magasin physique,Oujda,2438
V00613,P020,C0458,2023-01-15,3,En ligne,Fès,1755
V00614,P011,C0584,2024-05-09,2,Magasin physique,Oujda,1532
V00615,P012,C0597,2024-09-07,1,En ligne,Oujda,506
V00616,P005,C0064,2024-04-06,2,Magasin physique,Casablanca,2438
V00617,P001,C0574,2023-03-07,3,Magasin physique,Rabat,2589
V00618,P010,C0241,2023-11-16,1,Magasin physique,Oujda,1040
V00619,P011,C0392,2024-03-24,3,Magasin physique,Oujda,2298
V00620,P014,C0217,2024-04-28,3,En ligne,Meknès,1338
V00621,P005,C0569,2024-10-12,1,Magasin physique,Tanger,1219
V00622,P014,C0296,2024-07-14,1,En ligne,Marrakech,446
V00623,P001,C0664,2023-08-10,1,En ligne,Marrakech,863
V00624,P016,C0448,2024-07-07,3,En ligne,Rabat,2892
V00625,P005,C0826,2024-08-28,3,Magasin physique,Meknès,3657
V00626,P020,C0639,2024-01-31,2,En ligne,Meknès,1170
V00627,P017,C0566,2024-05-07,2,Magasin physique,Oujda,730
V00628,P012,C0191,2024-04-14,1,Magasin physique,Casablanca,506
V00629,P019,C0868,2024-03-28,2,En ligne,Agadir,2644
V00630,P014,C0591,2024-10-11,3,Magasin physique,Casablanca,1338
V00631,P002,C0495,2023-03-26,3,Magasin physique,Rabat,4248
V00632,P019,C0985,2023-01-12,2,En ligne,Marrakech,2644
V00633,P017,C0477,2024-12-29,2,En ligne,Rabat,730
V00634,P008,C0646,2023-04-06,2,En ligne,Agadir,2008
V00635,P020,C0926,2023-10-24,1,Magasin physique,Casablanca,585
V00636,P016,C0525,2023-05-19,2,Magasin physique,Tanger,1928
V00637,P014,C0984,2024-04-18,2,Magasin physique,Agadir,892
V00638,P006,C0712,2023-12-28,1,Magasin physique,Agadir,1165
V00639,P002,C0485,2024-06-13,3,En ligne,Casablanca,4248
V00640,P010,C0640,2024-03-16,3,En ligne,Agadir,3120
V00641,P016,C0130,2024-01-15,1,En ligne,Agadir,964
V00642,P009,C0631,2023-12-25,1,Magasin physique,Agadir,555
V00643,P009,C0760,2024-03-09,1,En ligne,Marrakech,555
V00644,P019,C0155,2024-03-31,3,Magasin physique,Tanger,3966
V00645,P006,C0802,2024-10-28,2,En ligne,Meknès,2330
V00646,P006,C0883,2023-09-15,3,En ligne,Tanger,3495
V00647,P003,C0610,2023-02-15,1,En ligne,Meknès,491
V00648,P014,C0244,2024-02-05,2,Magasin physique,Marrakech,892
V00649,P007,C0752,2024-02-17,3,Magasin physique,Casablanca,2967
V00650,P009,C0054,2023-02-16,1,En ligne,Meknès,555
V00651,P013,C0309,2024-07-29,2,Magasin physique,Fès,2116
V00652,P013,C0723,2024-02-20,3,Magasin physique,Meknès,3174
V00653,P009,C0544,2023-11-14,1,Magasin physique,Casablanca,555
V00654,P010,C0392,2024-04-21,2,Magasin physique,Casablanca,2080
V00655,P004,C0653,2024-08-31,3,Magasin physique,Oujda,2121
V00656,P020,C0879,2024-09-28,3,Magasin physique,Tanger,1755
V00657,P009,C0822,2024-05-25,2,En ligne,Agadir,1110
V00658,P019,C0473,2023-10-25,2,En ligne,Fès,2644
V00659,P017,C0694,2023-04-06,2,En ligne,Tanger,730
V00660,P018,C0689,2024-10-17,1,En ligne,Rabat,732
V00661,P001,C0101,2024-02-05,2,En ligne,Meknès,1726
V00662,P012,C0743,2024-12-04,1,Magasin physique,Agadir,506
V00663,P007,C0025,2023-06-19,1,En ligne,Casablanca,989
V00664,P020,C0916,2024-02-02,3,En ligne,Rabat,1755
V00665,P004,C0877,2024-09-27,1,En ligne,Oujda,707
V00666,P019,C0918,2023-06-04,1,En ligne,Marrakech,1322
V00667,P009,C0479,2024-12-22,2,En ligne,Meknès,1110
V00668,P009,C0709,2024-12-24,2,Magasin physique,Agadir,1110
V00669,P006,C0284,2024-05-12,1,En ligne,Oujda,1165
V00670,P013,C0062,2024-03-02,2,Magasin physique,Agadir,2116
V00671,P006,C0072,2024-03-04,2,Magasin physique,Fès,2330
V00672,P020,C0183,2023-08-30,2,Magasin physique,Rabat,1170
V00673,P005,C0788,2024-09-13,3,Magasin physique,Fès,3657
V00674,P020,C0109,2023-07-04,3,Magasin physique,Agadir,1755
V00675,P004,C0075,2024-07-20,1,En ligne,Agadir,707
V00676,P015,C0919,2023-11-19,1,Magasin physique,Marrakech,1246
V00677,P001,C0681,2023-12-01,1,Magasin physique,Agadir,863
V00678,P005,C0338,2023-10-17,3,Magasin physique,Casablanca,3657
V00679,P017,C0963,2023-05-14,3,Magasin physique,Meknès,1095
V00680,P014,C0865,2024-06-01,2,En ligne,Fès,892
V00681,P001,C0978,2024-04-05,2,Magasin physique,Rabat,1726
V00682,P019,C0958,2023-01-30,3,Magasin physique,Tanger,3966
V00683,P010,C0057,2023-04-07,2,En ligne,Tanger,2080
V00684,P018,C0083,2023-11-14,2,Magasin physique,Agadir,1464
V00685,P007,C0568,2023-01-15,1,En ligne,Oujda,989
V00686,P007,C0713,2024-03-26,2,Magasin physique,Rabat,1978
V00687,P012,C0087,2023-05-05,2,Magasin physique,Fès,1012
V00688,P005,C0198,2024-07-11,1,En ligne,Fès,1219
V00689,P016,C0065,2024-03-26,2,Magasin physique,Meknès,1928
V00690,P018,C0990,2023-05-13,2,En ligne,Casablanca,1464
V00691,P011,C0346,2024-02-16,1,En ligne,Oujda,766
V00692,P004,C0827,2023-03-13,1,Magasin physique,Marrakech,707
V00693,P019,C0948,2023-04-20,1,En ligne,Casablanca,1322
V00694,P005,C0670,2023-06-05,2,En ligne,Meknès,2438
V00695,P020,C0249,2023-02-15,1,En ligne,Casablanca,585
V00696,P006,C0052,2023-06-27,3,Magasin physique,Rabat,3495
V00697,P015,C0175,2023-10-25,3,En ligne,Rabat,3738
V00698,P004,C0610,2024-03-11,2,En ligne,Rabat,1414
V00699,P007,C0346,2023-10-14,2,Magasin physique,Tanger,1978
V00700,P004,C0590,2024-11-07,3,En ligne,Tanger,2121
V00701,P007,C0608,2023-10-29,1,En ligne,Tanger,989
V00702,P003,C0281,2023-07-15,1,En ligne,Oujda,491
V00703,P006,C0379,2023-08-21,3,En ligne,Meknès,3495
V00704,P008,C0042,2023-06-08,3,En ligne,Rabat,3012
V00705,P020,C0797,2024-07-18,2,En ligne,Casablanca,1170
V00706,P016,C0007,2023-12-14,1,En ligne,Marrakech,964
V00707,P003,C0668,2024-04-27,3,Magasin physique,Oujda,1473
V00708,P016,C0130,2023-09-18,3,En ligne,Marrakech,2892
V00709,P009,C0462,2024-02-07,3,Magasin physique,Fès,1665
V00710,P006,C0709,2024-05-28,3,En ligne,Marrakech,3495
V00711,P016,C0974,2023-02-17,3,En ligne,Agadir,2892
V00712,P012,C0005,2024-05-17,2,En ligne,Fès,1012
V00713,P004,C0098,2023-07-09,3,Magasin physique,Fès,2121
V00714,P015,C0676,2024-10-24,3,En ligne,Agadir,3738
V00715,P002,C0116,2023-11-23,1,En ligne,Meknès,1416
V00716,P016,C0164,2024-10-19,1,En ligne,Casablanca,964
V00717,P012,C0215,2023-11-28,2,Magasin physique,Agadir,1012
V00718,P011,C0825,2024-05-08,3,Magasin physique,Casablanca,2298
V00719,P004,C0054,2023-12-03,3,En ligne,Marrakech,2121
V00720,P001,C0528,2024-02-04,2,En ligne,Rabat,1726
V00721,P008,C0456,2024-01-23,3,Magasin physique,Oujda,3012
V00722,P007,C0694,2023-05-24,3,Magasin physique,Fès,2967
V00723,P004,C0234,2024-05-11,2,En ligne,Fès,1414
V00724,P014,C0385,2023-06-17,1,En ligne,Rabat,446
V00725,P016,C0497,2024-07-12,3,En ligne,Oujda,2892
V00726,P005,C0951,2024-11-21,1,Magasin physique,Marrakech,1219
V00727,P013,C0140,2023-04-25,2,Magasin physique,Fès,2116
V00728,P012,C0208,2024-02-03,2,Magasin physique,Marrakech,1012
V00729,P002,C0583,2024-05-20,3,En ligne,Agadir,4248
V00730,P005,C0873,2024-04-05,1,Magasin physique,Meknès,1219
V00731,P014,C0779,2023-02-27,1,Magasin physique,Fès,446
V00732,P010,C0161,2024-05-16,3,En ligne,Fès,3120
V00733,P003,C0878,2024-06-15,2,Magasin physique,Fès,982
V00734,P019,C0858,2023-10-17,2,Magasin physique,Agadir,2644
V00735,P001,C0439,2024-05-13,3,En ligne,Fès,2589
V00736,P011,C0594,2023-11-23,2,En ligne,Marrakech,1532
V00737,P019,C0428,2024-09-10,1,En ligne,Casablanca,1322
V00738,P016,C0788,2023-02-25,3,En ligne,Oujda,2892
V00739,P017,C0491,2024-12-01,2,En ligne,Meknès,730
V00740,P016,C0086,2024-12-28,1,En ligne,Oujda,964
V00741,P007,C0368,2023-11-11,1,Magasin physique,Fès,989
V00742,P003,C0492,2024-04-22,1,Magasin physique,Marrakech,491
V00743,P015,C0766,2023-09-20,3,En ligne,Meknès,3738
V00744,P015,C0896,2024-06-03,1,Magasin physique,Marrakech,1246
V00745,P012,C0476,2023-06-20,3,En ligne,Rabat,1518
V00746,P013,C0341,2023-09-23,3,En ligne,Agadir,3174
V00747,P014,C0715,2024-05-29,2,En ligne,Rabat,892
V00748,P020,C0754,2023-12-30,2,En ligne,Tanger,1170
V00749,P002,C0393,2023-02-14,1,Magasin physique,Meknès,1416
V00750,P020,C0375,2023-05-09,1,Magasin physique,Marrakech,585
V00751,P018,C0069,2024-10-24,3,En ligne,Marrakech,2196
V00752,P011,C0553,2024-08-13,1,En ligne,Meknès,766
V00753,P019,C0215,2023-12-14,3,En ligne,Tanger,3966
V00754,P012,C0516,2023-09-13,2,Magasin physique,Agadir,1012
V00755,P002,C0382,2024-02-27,1,Magasin physique,Meknès,1416
V00756,P016,C0540,2023-03-05,3,En ligne,Meknès,2892
V00757,P018,C0846,2023-08-16,3,Magasin physique,Meknès,2196
V00758,P020,C0820,2024-01-07,2,En ligne,Fès,1170
V00759,P015,C0083,2024-01-24,1,Magasin physique,Marrakech,1246
V00760,P010,C0112,2024-08-06,1,En ligne,Agadir,1040
V00761,P004,C0152,2024-03-23,3,Magasin physique,Marrakech,2121
V00762,P007,C0975,2023-07-09,3,En ligne,Agadir,2967
V00763,P014,C0555,2024-06-27,3,En ligne,Meknès,1338
V00764,P012,C0455,2024-04-13,2,En ligne,Agadir,1012
V00765,P007,C0023,2023-07-01,1,En ligne,Tanger,989
V00766,P014,C0352,2023-11-03,3,Magasin physique,Meknès,1338
V00767,P019,C0714,2024-08-17,3,Magasin physique,Meknès,3966
V00768,P010,C0136,2023-09-18,3,Magasin physique,Marrakech,3120
V00769,P009,C0496,2024-06-17,1,Magasin physique,Agadir,555
V00770,P002,C0362,2023-02-26,1,Magasin physique,Meknès,1416
V00771,P006,C0947,2024-05-20,3,En ligne,Agadir,3495
V00772,P006,C0860,2023-07-24,1,En ligne,Marrakech,1165
V00773,P008,C0043,2024-08-25,1,Magasin physique,Marrakech,1004
V00774,P015,C0379,2023-12-01,2,En ligne,Fès,2492
V00775,P018,C0036,2024-05-27,3,Magasin physique,Tanger,2196
V00776,P005,C0460,2024-11-28,2,En ligne,Agadir,2438
V00777,P004,C0415,2024-03-22,1,Magasin physique,Marrakech,707
V00778,P015,C0160,2024-02-28,2,En ligne,Tanger,2492
V00779,P010,C0918,2023-05-06,2,Magasin physique,Marrakech,2080
V00780,P019,C0929,2023-07-09,3,Magasin physique,Tanger,3966
V00781,P004,C0491,2023-12-27,3,En ligne,Marrakech,2121
V00782,P018,C0316,2024-01-03,1,En ligne,Oujda,732
V00783,P020,C0457,2023-07-14,1,Magasin physique,Rabat,585
V00784,P011,C0623,2024-11-15,1,En ligne,Fès,766
V00785,P009,C0024,2024-04-15,1,En ligne,Meknès,555
V00786,P003,C0404,2023-05-26,3,En ligne,Meknès,1473
V00787,P011,C0620,2023-09-25,3,En ligne,Tanger,2298
V00788,P013,C0734,2023-06-14,1,Magasin physique,Tanger,1058
V00789,P013,C0013,2023-05-24,2,Magasin physique,Tanger,2116
V00790,P012,C0457,2024-10-21,2,En ligne,Fès,1012
V00791,P015,C0426,2024-01-12,3,Magasin physique,Agadir,3738
V00792,P006,C0994,2023-12-26,3,Magasin physique,Oujda,3495
V00793,P005,C0613,2023-02-27,3,En ligne,Marrakech,3657
V00794,P007,C0487,2023-10-18,2,Magasin physique,Rabat,1978
V00795,P019,C0091,2024-09-29,2,En ligne,Oujda,2644
V00796,P009,C0180,2024-08-06,2,Magasin physique,Marrakech,1110
V00797,P007,C0853,2024-08-23,1,Magasin physique,Agadir,989
V00798,P018,C0044,2023-11-29,2,Magasin physique,Agadir,1464
V00799,P016,C0758,2024-10-07,3,Magasin physique,Fès,2892
V00800,P001,C0158,2023-04-15,1,Magasin physique,Agadir,863
